spotify_id,name,followers,popularity,genres,chart_hits
3Gg20zbz8OVW3iahm8uoYo,Elandré,137727.0,42,"['afrikaans', 'south african pop']",['za (1)']
03zz3zpyV15ZGw1cgjZ7tj,Nino Bravo,659474.0,53,"['cantautor', 'pop romantico', 'spanish pop']",['mx (1)']
6udveWUgX4vu75FF0DTrXV,TAEYANG,826859.0,54,['korean r&b'],"['hk (2)', 'my (5)', 'sg (4)', 'tw (3)', 'th (1)']"
2fPnGoUCMukE273JhWHQCZ,Tume,1902.0,28,[],['fi (4)']
61IjTPLPTZSlgpKpgBoeQC,安溥,1846.0,0,[],['tw (1)']
2qrqGisLb0cY61ual20l9y,WAMI,495.0,20,[],['bg (1)']
0lcGTyjTjKRDQpgKaT5bGJ,Ruma,3817.0,32,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",['fi (6)']
0U1vNtkefcSs49tg90VO1o,Don&RL9,1081.0,26,[],['pl (1)']
03oWHkoyY0FiH2IggqwhlW,BEK & Wallin,21507.0,46,"['melbourne bounce international', 'russelater']","['no (5)', 'se (2)']"
3TnHUGTOpN3yuYw59iGMSd,Serena,91305.0,57,[],"['in (1)', 'tr (1)']"
45ft4DyTCEJfQwTBHXpdhM,milet,447506.0,61,['j-pop'],"['hk (1)', 'jp (7)', 'tw (1)']"
6ugNgaIlOKz7Sy8wlEQDif,Mirror Glimpse,4738.0,38,['hungarian hip hop'],['hu (7)']
3eUEEfmelXVCaravzqPqIr,Francesco Guasti,736.0,6,[],['it (1)']
0Q73wiY36HDHHvxE9fAI95,DODO,25013.0,49,['dutch hip hop'],['nl (14)']
1NBkKa2SgVP0uirl5vAB8t,Talis e Welinton,43312.0,34,['sertanejo pop'],['br (1)']
3zYZJfotk1RaXtVDUP4iuL,One Note'till Dusk,2.0,0,[],['sk (3)']
5xkAtLTf309LAGZTbvULBn,Ruel,1737474.0,67,"['australian alternative pop', 'dance pop', 'pop', 'post-teen pop', 'uk pop']","['au (9)', 'my (2)', 'nz (6)', 'kr (2)', 'th (4)']"
0lFLP59V4TY3XgnrkFIwxK,Katja Krasavice,375665.0,54,"['frauenrap', 'german hip hop', 'german pop', 'german viral rap']","['at (12)', 'de (15)', 'il (1)', 'lu (3)', 'ch (5)']"
66Ok6bgC570sHkw08N20pZ,OBOY,631475.0,68,"['french hip hop', 'pop urbaine', 'rap francais']","['be (4)', 'fr (21)', 'lu (2)', 'ma (3)', 'ch (4)']"
2EqaSEa0WkE59Aca9iXSYj,『ユイカ』,90509.0,53,['japanese teen pop'],['tw (1)']
4QVBYiagIaa6ZGSPMbybpy,Pedro Capó,1525705.0,68,"['latin pop', 'puerto rican pop']","['us (1)', 'ar (2)', 'at (1)', 'be (1)', 'bo (2)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (2)', 'co (2)', 'cr (2)', 'cy (1)', 'cz (1)', 'do (1)', 'ec (2)', 'sv (2)', 'ee (1)', 'fr (3)', 'de (1)', 'gr (1)', 'gt (2)', 'hn (2)', 'hk (1)', 'hu (1)', 'in (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'mx (2)', 'ma (1)', 'nl (1)', 'ni (2)', 'no (2)', 'pa (3)', 'py (2)', 'pe (2)', 'pl (1)', 'pt (1)', 'ro (3)', 'sg (1)', 'sk (1)', 'es (1)', 'se (1)', 'ch (1)', 'tw (1)', 'th (1)', 'uy (2)']"
1Oaod2BEUHCaRav5EH1dva,Aurelie Hermansyah,61178.0,36,['indonesian pop'],['id (1)']
7j2KcU3ogpP9jtAsomBNwA,Sandrina,27897.0,32,"['dangdut remix', 'indonesian viral pop']",['id (1)']
0QuIRxRWYAl4oRHSQYCYds,Willem,11709.0,42,['dutch hip hop'],['nl (1)']
6Q0JYiqcSa28nT0KOQZtX6,Ahmed Mekky,1294002.0,40,"['arabic hip hop', 'egyptian hip hop', 'egyptian pop']",['eg (3)']
2otUckChxWf2cp6UP2cD6e,Zuna,977513.0,67,"['albanian hip hop', 'german hip hop']","['at (24)', 'de (31)', 'lu (8)', 'ch (19)']"
7bu3H8JO7d0UbMoVzbo70s,The Cure,3933576.0,74,"['new wave', 'permanent wave', 'rock', 'uk post-punk']","['ar (1)', 'br (1)', 'ie (1)', 'pt (1)']"
1bObiFZkYu7IfzxVlAVj5x,Danny Vera,240760.0,55,"['dutch americana', 'dutch pop', 'dutch rock', 'dutch singer-songwriter']","['be (1)', 'nl (2)']"
1xs2CKQXk0QDeSG5KAzARm,A Symphoniserz,0.0,0,[],['ee (1)']
0vjlH9sbJOZyhDjhvajQpY,Alex Da Kid,13727.0,22,[],"['dk (1)', 'fi (1)', 'ie (1)', 'lt (1)', 'sk (1)', 'se (1)']"
1nIUhcKHnK6iyumRyoV68C,Ennio Morricone,940452.0,64,"['classic soundtrack', 'italian soundtrack', 'orchestral soundtrack', 'soundtrack', 'vintage italian soundtrack']",['sa (1)']
4XDi67ZENZcbfKnvMnTYsI,Jay Park,1789181.0,67,"['k-pop', 'k-rap', 'korean r&b']","['hk (1)', 'my (1)', 'sg (2)', 'kr (5)', 'tw (4)', 'th (1)', 'vn (1)']"
029uS2pMvwk0TsIUTHkyyw,Amaro,15724.0,45,"['latin hip hop', 'perreo', 'reggaeton', 'reggaeton flow', 'trap latino']",['do (1)']
79b4a4Bg30Y0RlO5de5jni,Alberto,117809.0,61,['polish hip hop'],['pl (13)']
44F6hbmusaHQR96WFbo6Lv,Priscila Senna,118159.0,51,"['arrocha', 'brega romantico', 'forro de favela']",['br (1)']
2RdpAXHWszhho7JCRo0LKF,Nawi,306.0,51,[],"['co (1)', 'do (3)', 'pa (2)']"
0ALvvrWK0VatjdBA0AQ2U4,Robin Paulsson,513.0,11,[],['se (1)']
6HEMZkIMQAPnd36iLsUlTx,PUN,3812.0,44,[],['th (1)']
4xRYI6VqpkE3UwrDrAZL8L,Logic,5783112.0,77,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']","['us (89)', 'gb (14)', 'ar (1)', 'au (10)', 'at (7)', 'be (7)', 'bo (2)', 'br (1)', 'bg (26)', 'ca (57)', 'co (1)', 'cr (3)', 'cy (18)', 'cz (8)', 'dk (7)', 'do (3)', 'ec (1)', 'eg (3)', 'sv (3)', 'ee (14)', 'fi (9)', 'fr (3)', 'de (7)', 'gr (27)', 'gt (3)', 'hn (3)', 'hk (6)', 'hu (12)', 'is (8)', 'in (2)', 'id (4)', 'ie (10)', 'il (7)', 'it (3)', 'jp (3)', 'lv (18)', 'lt (16)', 'lu (20)', 'my (6)', 'mt (19)', 'mx (1)', 'ma (2)', 'nl (5)', 'nz (17)', 'ni (2)', 'no (12)', 'pa (3)', 'py (1)', 'pe (1)', 'ph (4)', 'pl (5)', 'pt (12)', 'ro (15)', 'sa (3)', 'sg (6)', 'sk (11)', 'za (5)', 'es (3)', 'se (9)', 'ch (8)', 'tw (6)', 'th (5)', 'tr (3)', 'ua (1)', 'ae (3)', 'uy (1)', 'vn (3)']"
63OMTYC88PAsd7ffM3ErQv,Muslim,8206.0,40,[],['eg (2)']
78TTCmh2koperK5NBn7DgR,102 Boyz,167497.0,63,"['german alternative rap', 'german drill', 'german hip hop', 'german trap']","['at (1)', 'de (6)']"
3Fl1V19tmjt57oBdxXKAjJ,Blueface,5364910.0,68,"['cali rap', 'trap']","['us (6)', 'gb (2)', 'au (3)', 'at (1)', 'be (2)', 'bg (2)', 'ca (5)', 'cy (2)', 'cz (2)', 'dk (2)', 'do (1)', 'ee (3)', 'fi (2)', 'de (2)', 'gr (2)', 'hk (2)', 'hu (2)', 'is (3)', 'in (2)', 'ie (3)', 'il (2)', 'it (1)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (1)', 'mt (3)', 'nl (1)', 'nz (3)', 'no (2)', 'pt (2)', 'ro (3)', 'sg (2)', 'sk (2)', 'se (1)', 'ch (1)', 'tw (2)']"
2iK1rsbYstkSVn57M4s8ut,Gaab,1247305.0,67,"['funk carioca', 'r&b brasileiro']",['br (2)']
1fWdIqACb0m72NUZqehsI9,Breiðablik,295.0,13,['icelandic pop'],['is (1)']
0LjbwGgBc8zoPhCoQA49Rh,JustVidman,6570.0,12,[],['hu (1)']
4hw4chBwI0fvJltPiQxPPD,Natasa Theodoridou,206516.0,48,"['entehno', 'greek pop', 'laiko']","['cy (2)', 'gr (5)']"
5gCRApTajqwbnHHPbr2Fpi,Juicy J,2891371.0,73,"['crunk', 'dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']","['us (1)', 'bg (3)', 'de (1)', 'gr (1)', 'ro (1)']"
29A5lzAunDpkL9Xw73QPpr,Edinho Pakera O Barão Da Pisadinha,13050.0,40,[],['py (1)']
0fAxJ75WJT3STJb3xWtpbc,MOLY,25.0,43,"['dominican pop', 'modern salsa', 'pop peruano', 'pop reggaeton', 'salsa venezolana']",
6HI8rcJysSSJjctsRIwMub,Curly Strings,10219.0,28,"['estonian folk', 'estonian pop', 'estonian rock']",['ee (9)']
0epOFNiUfyON9EYx7Tpr6V,The Strokes,4523700.0,75,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']","['us (2)', 'ar (1)', 'cl (1)', 'lt (1)', 'pt (3)']"
5HqQJ2lzzHwIJ2gzzdKCqK,Abi,2678.0,0,[],['ro (2)']
2tmt0z174LRgAeAi9MHA9C,Ingebjørg Bratland,31683.0,42,"['classic norwegian pop', 'norske viser', 'norwegian indie', 'norwegian pop']",['no (7)']
1Tdg7NIdyWx9icE2GNZzxk,SAINT PHNX,78006.0,49,"['rebel blues', 'scottish rock']",['fr (1)']
5nH3X16vKLMkEFbbTcy50f,George Talent,16291.0,31,['manele'],['ro (1)']
5yD3wtXDmbOloiFzO3km1M,LUNA KI,43442.0,47,"['hyperpop en espanol', 'urbano espanol']",['es (2)']
4xV6q5fDx5Mx73IZEugzHF,Adham Seliman,174433.0,30,"['egyptian alternative', 'egyptian pop']",['eg (1)']
5LQSZR4648SuVALNNyHx3G,Sinds,534.0,30,[],['dk (1)']
2aqFBHOpM9uIgBpUsdq09x,Siddhartha,640696.0,69,['mexican indie'],['mx (1)']
5CUXWZ485yE6im34MWIvoj,Sol Calor,3172.0,36,['beach house'],['at (1)']
0i0ajUNR6Z5erQT6qyjcMN,Big K. The Komik,17.0,0,[],['hk (1)']
0MGh57fT1dstT9ulzXNauX,JEON MI DO,11851.0,38,[],['kr (1)']
0ekbDNE2eOq8QiaXM34wer,Howie Day,307341.0,55,"['acoustic pop', 'neo mellow', 'pop rock']","['my (1)', 'ph (3)', 'sg (1)', 'tw (1)', 'tr (1)']"
00sCATpEvwH48ays7PlQFU,Jonita Gandhi,758951.0,71,['modern bollywood'],['in (1)']
7rTRICDeckWVatQYWZM93J,Abdul & The Coffee Theory,82878.0,46,"['indonesian indie', 'indonesian jazz', 'indonesian pop']",['id (1)']
7h7z6jR3CDm6iU3JicyH3L,汪睿,389.0,15,[],['tw (1)']
6tw6EpC9RgmSRZiZg0n22t,Legião Urbana,5309254.0,67,"['brazilian rock', 'mpb', 'rock brasiliense', 'rock nacional brasileiro']",['br (1)']
0h1p71bc1FlcECoZPbKNXf,Menuets,4032.0,24,"['latvian pop', 'latvian rock']",['lv (2)']
4x1fUORHa2EsxrQ6ZzAoQ0,Suni Hạ Linh,180347.0,53,['v-pop'],['vn (5)']
7cnrSIu2CDgWOMnfQEx0Pg,Linea 77,57669.0,33,"['funk metal', 'italian alternative']",['it (1)']
6iI54kPtuDGxFe6T3eIR53,L Loko,3281.0,41,"['schweizer rap', 'swiss hip hop']",['ch (1)']
0CR1aLS3JQTlekHgHTga60,TaitosmitH,39071.0,40,['thai indie rock'],['th (1)']
6vbKIm1WsvhMMDpthYONc1,Balming Tiger,28498.0,64,['k-rap'],"['bo (1)', 'br (1)', 'ec (1)', 'sv (1)', 'gt (1)', 'hn (1)', 'pa (1)', 'py (1)', 'pe (1)', 'sa (1)', 'kr (1)', 'th (1)', 'vn (1)']"
1GEoj0CGGUFSqnDepUa3o9,Israell Muniz,56975.0,46,"['arrocha', 'forro']",['br (1)']
0152lAerTxFtfqXBnJi8TY,COTERIE,18837.0,46,['australian pop'],['nz (1)']
6WCTGeTYQ71cApZr34u4er,aisu,7497.0,46,[],['tr (1)']
5Zn94mKQQYVZUvhiIXeXdP,Leo王,77126.0,38,"['taiwan hip hop', 'taiwan pop', 'taiwan singer-songwriter']",['tw (6)']
2rr5h08uYJFbYAqNXQkylu,何夏,200.0,11,[],['tw (1)']
384MqcXCGGFh9UcjI5Tpc5,Eix,33501.0,57,"['dominican pop', 'reggaeton', 'reggaeton flow', 'trap latino']","['cl (2)', 'py (1)', 'es (1)']"
6aH4CaxRV988XUNLVSi1dZ,T2R,233768.0,41,"['francoton', 'pop urbaine']",['fr (4)']
6QQCeD7ZErV1xQnlyjaFHF,Bodø Domkor,765.0,13,['norwegian choir'],['no (1)']
5FmznMxOrK5VgliQReVTcD,King Gunna,6581.0,2,[],['hk (1)']
2S3cfp7M76ak6vFBIGEfhe,Neves17,31209.0,40,['rap napoletano'],['it (1)']
4t52ndk0OkAxtb4vMDLPhe,Daryl Braithwaite,146853.0,49,"['australian pop', 'australian rock', 'australian talent show']",['au (2)']
0UTkv1GEUZSPIVZwMFGtf3,GENT,45093.0,35,"['german hip hop', 'german underground rap']","['at (4)', 'de (6)', 'ch (4)']"
1r0zK0jKdLzSbARK0hKZHz,Parari,204.0,0,[],['do (1)']
0vpzE9GXq41Yg1ixJUrwOG,Alecc,13048.0,40,['greek trap'],['gr (1)']
2txHhyCwHjUEpJjWrEyqyX,Tom Odell,2371386.0,77,"['chill pop', 'pop']","['us (1)', 'gb (3)', 'ar (1)', 'au (1)', 'at (4)', 'be (2)', 'bo (1)', 'br (1)', 'bg (1)', 'ca (1)', 'cl (1)', 'co (2)', 'cr (1)', 'cy (1)', 'cz (2)', 'dk (1)', 'do (1)', 'ec (1)', 'eg (1)', 'sv (1)', 'ee (2)', 'fi (2)', 'fr (2)', 'de (3)', 'gr (2)', 'hn (1)', 'hu (2)', 'is (2)', 'id (1)', 'ie (3)', 'il (1)', 'it (1)', 'lv (3)', 'lt (4)', 'lu (1)', 'my (1)', 'ma (1)', 'nl (3)', 'nz (1)', 'ni (1)', 'no (1)', 'pa (1)', 'pe (1)', 'pl (4)', 'pt (1)', 'ro (1)', 'ru (1)', 'sa (1)', 'sk (3)', 'za (1)', 'es (2)', 'se (1)', 'ch (1)', 'tr (2)', 'ua (1)', 'ae (1)', 'uy (1)']"
47BNWfpngeFHYvBlPPyraM,Kate Ryan,72428.0,52,"['belgian pop', 'bubblegum dance', 'eurodance', 'europop']",['be (1)']
4bIUSP8HNYL26piJkHQgmc,Astro 全体艺人,166.0,0,[],['my (1)']
2PwiPk4hJp1MX6zH2YJmIL,James Curd,5093.0,32,[],['ar (1)']
61Sbigb2Faz8K27wBoOBo9,Alma Zohar,30277.0,38,['israeli pop'],['il (1)']
279RipTJjZgFKvmekq7OrP,VERBEE,169130.0,45,"['russian dance', 'russian hip hop', 'russian pop']",['ua (1)']
7pDNT9t9TSWL2W9hGz9xpA,Josh Jips,0.0,0,[],"['gb (1)', 'bg (1)', 'ca (1)', 'cz (1)', 'gr (1)']"
7c1rGKb2kBgVcv2hPcg06N,Ilian,26508.0,32,"['bulgarian pop', 'chalga']",['bg (2)']
0p4nmQO2msCgU4IF37Wi3j,Avril Lavigne,9097882.0,76,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']","['us (1)', 'gb (2)', 'ar (1)', 'au (1)', 'at (3)', 'be (1)', 'br (1)', 'bg (2)', 'ca (5)', 'co (1)', 'cy (2)', 'cz (2)', 'ec (1)', 'ee (2)', 'de (2)', 'gr (2)', 'hk (6)', 'hu (2)', 'id (1)', 'ie (1)', 'il (2)', 'jp (1)', 'lv (2)', 'lt (2)', 'lu (1)', 'my (3)', 'mt (2)', 'mx (1)', 'nz (1)', 'pe (1)', 'ph (2)', 'pl (1)', 'pt (1)', 'ro (2)', 'sg (5)', 'sk (2)', 'kr (1)', 'ch (1)', 'tw (6)', 'th (2)', 'vn (2)']"
0CaWnepnGfVPs8uNwOzav6,Zouhair Bahaoui,757910.0,51,"['moroccan pop', 'rif']","['ma (11)', 'sa (1)']"
67xyhWIvYQK5qr6b0gElst,Rae Morris,65126.0,47,"['art pop', 'electropop', 'gauze pop', 'neo-singer-songwriter', 'uk pop']","['gb (1)', 'at (1)', 'de (1)']"
4DCovF7ywxtJsviuldcV98,Pepe Frantik,10595.0,34,['greek hip hop'],"['cy (1)', 'gr (2)']"
55ueMDhpCYDmeffxXff2Aw,Överi,516.0,32,['finnish drill'],['fi (1)']
7b9HTYLzKkHgp3qaC6mr4V,حلقولو,12870.0,29,[],['eg (1)']
6vypgNeJSC6ipU9mVO1J2Q,演唱：蘇打綠,7243.0,15,['mandopop'],['tw (1)']
7DQcxVvL0yQFj2uFBNMms6,Arva,1976.0,26,[],['gr (1)']
7iCdyOeJYk06mKJ6nLrFQ6,Enzo Dong,297527.0,49,"['italian hip hop', 'rap napoletano']",['it (13)']
6vIPbNGbwdrg7LSpz4V2QX,Urszula,64437.0,41,"['classic polish pop', 'polish pop', 'polish rock', 'polish synthpop']",['pl (1)']
2KkO9uXHF9BVNJASjLekAc,Franco126,298854.0,62,"['italian hip hop', 'italian indie pop', 'rome indie']",['it (17)']
3YC5DVJDjyazvB8hxJSybr,KUUMAA,5897.0,48,"['finnish dance pop', 'finnish hip hop', 'finnish pop']",['fi (14)']
2bEeaSG5gZ9beyGIn55Mp0,Berry,1684.0,39,[],['hu (2)']
3JOG0URSimnSECKpWHPs5R,Gram-Of-Fun,1961.0,22,"['estonian indie', 'estonian pop', 'eurovision']",['ee (1)']
6kBXSF8qBVP8bLNn2NmR93,Lumevärv,574.0,10,['estonian pop'],['ee (1)']
6e9wIFWhBPHLE9bXK8gtBI,Editors,678939.0,57,"['alternative dance', 'britpop', 'indie rock', 'modern rock', 'rock']","['be (1)', 'fr (1)']"
1DbVkL1HzDAnathrKwJYmX,Lil Karlix,558.0,6,['latvian hip hop'],['lv (1)']
42TFhl7WlMRXiNqzSrnzPL,Lou Reed,1561831.0,62,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'psychedelic rock', 'rock', 'singer-songwriter']","['fr (2)', 'it (2)', 'es (1)']"
2FUdSx0y6GUemXtB1xXIax,Mastachi,2017.0,18,['mexican edm'],['be (1)']
1jJSHVQJW9CtPcaPg8RHYb,Dhika Fawaz,5166.0,24,['indonesian pop'],['id (1)']
3w6COh5nodshWjNOC2ZWqY,三浦春馬,83626.0,34,[],['jp (2)']
5kRKTOzwS1kz0SSo8qkCvz,Egill Stolz,208.0,3,['icelandic hip hop'],['is (1)']
5K6cIE6i4ZIWFlrpzi2T5u,Mr. P,4119.0,41,"['danspunk', 'epa dunk']",['se (2)']
0bKKqowlg2iDj57NnpnHFj,Ultrazvuk,2847.0,20,['slovak hip hop'],['sk (1)']
1fux65HMCBvfJHqlBc4Nno,Casper Magico,1942222.0,69,"['latin hip hop', 'reggaeton', 'reggaeton flow', 'trap latino']","['ar (2)', 'bo (2)', 'cl (7)', 'co (2)', 'cr (1)', 'do (2)', 'ec (2)', 'sv (2)', 'gt (2)', 'hn (2)', 'ni (1)', 'pa (2)', 'py (2)', 'pe (2)', 'es (3)', 'uy (2)']"
4jogXSSvlyMkODGSZ2wc2P,Calibre 50,8417456.0,78,['musica mexicana'],"['bo (1)', 'co (2)', 'cr (2)', 'sv (4)', 'gt (11)', 'hn (4)', 'mx (18)', 'ni (4)']"
3E7T8t0FwjEVxg9jufWZQG,Eden Alene,15456.0,35,['eurovision'],"['be (1)', 'cy (1)', 'ee (1)', 'fi (1)', 'gr (1)', 'is (1)', 'il (4)', 'lv (1)', 'lt (1)', 'nl (1)', 'no (1)', 'se (1)']"
0I0zS0aiq9JeGMBT45x6d8,Greekazo,77260.0,59,"['swedish gangsta rap', 'swedish hip hop', 'swedish trap pop']",['se (16)']
7oIvDwKGV2SuH4HJl0CKPp,Dante YN,80633.0,61,"['german hip hop', 'german trap']","['at (6)', 'de (14)', 'ch (4)']"
7MKSufJrPmpqpg2mVWJET1,Njelic,52832.0,44,['amapiano'],['za (2)']
6tpuzNNJUO7xfyLlrlA5kW,Reggaetones,26869.0,11,[],['py (1)']
2cy1zPcrFcXAJTP0APWewL,Gente De Zona,1478249.0,70,"['cubaton', 'latin hip hop', 'latin pop']","['ar (4)', 'be (1)', 'bo (4)', 'cl (5)', 'co (5)', 'cr (3)', 'do (3)', 'ec (4)', 'sv (4)', 'gt (4)', 'hn (3)', 'it (1)', 'mx (2)', 'nl (1)', 'ni (5)', 'pa (4)', 'py (4)', 'pe (3)', 'pt (1)', 'es (11)', 'ch (1)', 'uy (4)']"
36Na2YYP8im6qQJBZu2fsa,Specktors,57014.0,48,"['dakke dak', 'danish hip hop', 'danish pop']",['dk (8)']
7vJyO9rRyF3SYHzSl9g93G,Efta,11372.0,29,"['greek hip hop', 'greek trap']",['gr (1)']
5jkbds1sULXOeDCjQOajLm,鳥屎,2510.0,19,['taiwan hip hop'],['tw (1)']
0VNgTklamUX0j9Cpc2vzuQ,Jan Malmsjö,7213.0,22,['classic swedish pop'],['se (2)']
0FrkoXLOCHCWfMXw10Apxb,Die Heuwels Fantasties,117592.0,42,"['african rock', 'afrikaans', 'south african pop']",['za (1)']
6bwVWdQfr6ttzrGLboVkjg,Paul Rosenberg,3790.0,32,[],"['us (1)', 'gb (1)', 'au (1)', 'at (1)', 'be (1)', 'bg (1)', 'ca (1)', 'cy (1)', 'cz (1)', 'dk (1)', 'ee (1)', 'fi (1)', 'fr (1)', 'de (1)', 'gr (1)', 'hk (1)', 'hu (1)', 'is (1)', 'ie (1)', 'il (1)', 'it (1)', 'lv (1)', 'lt (1)', 'lu (1)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (1)', 'no (1)', 'pl (1)', 'pt (1)', 'ro (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'vn (1)']"
7xBhNR6BprH7PZO0Sqg1cA,Colorblast,1507.0,37,[],['fr (1)']
6xzqyY0a9uWCg3zwWa6sez,Dave Zulueta,11055.0,19,['latin talent show'],['es (1)']
5HfK3VuVDpr1eCeYgE6h7Z,Mats Olin,319.0,14,[],['se (1)']
2eRjqXdTsssjpimRlz1i41,H.I.N.P (Hot Issue of Ntl. Producers),15025.0,44,"['k-pop', 'k-pop reality show']","['sg (1)', 'tw (1)', 'th (1)']"
1uL5R0NdFIaacJE1W8p7Bi,Monik,762.0,36,[],['th (1)']
08EO45FsrKqyDaVHocLjug,MARY,188478.0,46,['vocaloid'],['jp (2)']
039zhJoEkboZ8Ii6K40Fb6,Avelino,148157.0,51,"['grime', 'uk alternative hip hop', 'uk hip hop']",['gb (1)']
60MyIKYA3yY1lGNroaZIgT,Bahadır Sağlam,77829.0,47,['turkish pop'],['tr (1)']
29Bl0nvClztM0dpgY2vvcc,Billy Sio,75199.0,42,"['greek hip hop', 'greek trap']","['cy (3)', 'gr (11)']"
0E7lmWcKhM7wCBHpnyWPps,furkanxrd77,42.0,29,['new school turkce rap'],['tr (1)']
3xRCzkcc1kranGVzx6foMG,Michel Cleis,8993.0,33,['latin house'],['nl (1)']
1MgybycH8k36NX0Ifzlddb,Kenji Wu,85258.0,45,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",['tw (14)']
014WIDx7H4BRCHB1faiisK,Los Tucanes De Tijuana,1925657.0,73,"['corrido', 'musica mexicana', 'norteno', 'ranchera']","['gt (1)', 'mx (2)']"
00GnvsDAIwnewYpIaB3OYu,Cazu,686.0,0,['trap triste'],"['ar (2)', 'uy (1)']"
6agBXAcUugzO8DQTChZZrx,WEEDMANE,23996.0,60,['drift phonk'],"['ee (1)', 'lv (1)', 'lt (1)', 'ru (1)', 'ua (1)']"
1ZcnsSFqWusWlRK01vKE6b,Montaigne,75904.0,52,"['australian indie', 'australian pop']","['au (1)', 'ee (1)', 'is (1)', 'lv (1)', 'lt (1)']"
68rvMwPL0yMbYR5cv0pzCR,Elissa,2348603.0,54,"['arab pop', 'lebanese pop']","['eg (2)', 'ma (1)', 'sa (1)']"
4gOc8TsQed9eqnqJct2c5v,K/DA,1616999.0,65,['k-pop girl group'],"['us (3)', 'ar (1)', 'au (2)', 'at (3)', 'be (1)', 'br (3)', 'bg (6)', 'ca (3)', 'cl (2)', 'cr (1)', 'cy (3)', 'cz (3)', 'dk (1)', 'eg (3)', 'sv (1)', 'ee (3)', 'fi (1)', 'fr (1)', 'de (3)', 'gr (3)', 'hk (3)', 'hu (4)', 'id (3)', 'jp (1)', 'lv (3)', 'lt (3)', 'lu (2)', 'my (4)', 'mt (1)', 'ma (2)', 'nz (2)', 'no (1)', 'pa (2)', 'ph (4)', 'pl (4)', 'pt (3)', 'ro (5)', 'ru (4)', 'sa (3)', 'sg (4)', 'sk (3)', 'es (2)', 'se (1)', 'ch (2)', 'tw (3)', 'th (4)', 'tr (3)', 'ua (3)', 'ae (2)', 'uy (1)', 'vn (3)']"
4ghraCvITrDwgt1yn3xw0C,Jl Bout-It,3547.0,13,[],['lt (1)']
6eLpNMX3ZygSrUuxAlIWIx,Eve Ai,158071.0,48,"['mandopop', 'taiwan pop', 'taiwan singer-songwriter']",['tw (17)']
2gTCudXlDyX20WOeqxzPVf,Shekina Reality,242.0,37,[],['do (1)']
2gBjLmx6zQnFGQJCAQpRgw,Nelly,2229377.0,74,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'southern hip hop', 'st louis rap', 'urban contemporary']","['us (3)', 'gb (2)', 'au (2)', 'at (1)', 'be (1)', 'bg (1)', 'ca (4)', 'cz (1)', 'dk (2)', 'ee (2)', 'de (1)', 'gr (1)', 'hk (2)', 'hu (1)', 'is (1)', 'ie (3)', 'lv (1)', 'lt (2)', 'my (1)', 'mt (1)', 'nl (1)', 'nz (2)', 'no (1)', 'pa (1)', 'ph (1)', 'pl (1)', 'pt (1)', 'sg (1)', 'sk (1)', 'se (1)', 'ch (1)', 'tw (1)']"
2Bgww7ckP3Xo1L7hsAGPUN,Anaïs Delva,13009.0,44,['french movie tunes'],['fr (3)']
6HTUcOExehqydqa7C3usAa,Abel Pintos,3226958.0,67,"['argentine rock', 'argentine telepop', 'folklore argentino', 'pop argentino']","['ar (25)', 'uy (5)']"
1A92IAcd7A6npCA33oGM5i,The Proclaimers,272543.0,61,"['celtic rock', 'scottish rock']","['at (1)', 'de (1)', 'es (1)', 'se (1)']"
4cR26Mf2V28Xe1WZqTCXC7,No.1,1287.0,0,[],['tr (1)']
5fajxqVLxJxAzMvZn0AGIv,Ovall,33593.0,36,"['ambeat', 'japanese jazz fusion', 'japanese jazztronica', 'japanese r&b', 'japanese soul']",['jp (1)']
7hAv3tHK1LACkemYPFR6wu,Troll,951.0,28,[],['se (1)']
0t0tSjs6oIwa3CvcMPLRLU,Arco,401.0,16,[],"['ec (1)', 'ee (2)', 'it (2)']"
7JrZbwBSIfKcc2gn1Xa4Bd,Jabbar,52274.0,57,['turkish pop'],['tr (1)']
7sJxjRbP3iGqQJmQIW671e,Made Of Snow,107.0,4,[],['is (1)']
2met7Idcy1Ze7hnoUtpPmX,Nicholas Teo,83935.0,45,"['malaysian mandopop', 'mandopop']",['tw (5)']
5IpqfN8Pqjy89nj1IfuOXC,Baloosh,8629.0,47,['danish hip hop'],['dk (6)']
5zdbvniDOPPX4mlmmimzvE,Mauri Mansilla,8630.0,52,[],"['ar (1)', 'uy (1)']"
7IhoiR1VotrcXWaviaSPNg,Nana Lee,10768.0,2,"['hokkien pop', 'mandopop']",['tw (1)']
